City_ID,City,Country,Latitude,Longtude,Max Temp,Humidity,Percent Cloudiness,Wind Speed,Weather description
254,Muros,ES,42.7762,-9.0603,44.83,94,100,7.43,overcast clouds
255,Ambulu,ID,-8.345,113.6058,86.92,67,99,3.53,overcast clouds
256,Koumac,NC,-20.5667,164.2833,83.64,72,82,2.95,broken clouds
257,Ati,TD,13.2154,18.3353,72.63,16,87,9.78,overcast clouds
258,Hualmay,PE,-11.0964,-77.6139,72.54,79,100,8.14,overcast clouds
259,Saint-Leu,RE,-21.15,55.2833,78.31,77,64,1.3,light rain
260,Harper,LR,4.375,-7.7169,79.05,85,93,5.86,overcast clouds
261,Nabire,ID,-3.3667,135.4833,84.94,73,99,4.9,overcast clouds
262,Ancud,CL,-41.8697,-73.8203,52.23,90,85,4.05,overcast clouds
263,Lahat,ID,-3.8,103.5333,83.52,71,97,2.62,overcast clouds
264,Touros,BR,-5.1989,-35.4608,79.11,83,90,6.55,overcast clouds
265,Bol,TD,13.4586,14.7147,74.17,37,49,15.32,scattered clouds
266,Severo-Kurilsk,RU,50.6789,156.125,30.43,81,97,7.38,light snow
267,Nago,JP,26.5881,127.9761,76.05,67,88,0.96,overcast clouds
268,Mareeba,AU,-17.0,145.4333,77.43,88,100,5.28,light rain
269,Poyarkovo,RU,49.6,128.6833,24.39,82,100,5.97,overcast clouds
270,Tasiilaq,GL,65.6145,-37.6368,28.67,96,100,29.59,snow
271,Priargunsk,RU,50.3691,119.1012,24.49,67,99,7.58,overcast clouds
272,Kariapatti,IN,9.6751,78.0999,84.72,39,20,5.75,few clouds
273,Marabba,SD,12.35,32.1833,73.29,14,97,13.73,overcast clouds
274,Pevek,RU,69.7008,170.3133,-10.32,96,97,3.31,overcast clouds
275,Sinjar,IQ,36.3209,41.8754,43.0,72,100,2.64,overcast clouds
276,Oxapampa,PE,-10.5775,-75.4017,56.01,97,96,3.09,overcast clouds
277,Wabrzezno,PL,53.2799,18.9477,29.01,83,3,9.95,clear sky
278,Kaeo,NZ,-35.1,173.7833,71.4,70,30,6.76,scattered clouds
279,Khatanga,RU,71.9667,102.5,-1.46,94,100,11.52,light snow
280,Yanam,IN,16.7333,82.2167,92.66,28,76,1.54,broken clouds
281,Pasighat,IN,28.0667,95.3333,89.04,23,0,3.91,clear sky
282,Ayan,RU,56.45,138.1667,19.87,74,100,4.27,overcast clouds
283,Victoria,HK,22.2855,114.1577,82.94,76,37,5.99,scattered clouds
284,Fukue,JP,32.6881,128.8419,66.56,94,75,8.05,broken clouds
285,Biaora,IN,23.8667,76.9167,86.16,20,0,6.51,clear sky
286,Diu,IN,20.7141,70.9822,87.21,29,4,4.56,clear sky
287,Port Hueneme,US,34.1478,-119.1951,62.26,82,0,5.75,clear sky
288,Kuching,MY,1.55,110.3333,89.82,66,40,3.44,scattered clouds
289,Superior,US,46.7208,-92.1041,29.37,57,0,6.91,clear sky
290,Luebo,CD,-5.35,21.4167,66.6,98,99,1.45,overcast clouds
291,Cabo San Lucas,MX,22.8909,-109.9124,69.51,62,97,6.38,overcast clouds
292,Barcelos,PT,41.5388,-8.6151,50.68,89,85,6.87,overcast clouds
293,Rio Grande,BR,-32.035,-52.0986,68.11,75,94,4.25,overcast clouds
294,Sistranda,NO,63.7256,8.834,40.96,70,100,10.76,overcast clouds
295,Goderich,CA,43.7501,-81.7165,32.92,80,100,6.91,overcast clouds
296,Antalaha,MG,-14.9003,50.2788,76.17,84,88,4.9,overcast clouds
297,Marovoay,MG,-16.1,46.6333,74.88,83,100,4.52,overcast clouds
298,Henties Bay,NA,-22.116,14.2845,62.58,86,98,10.25,overcast clouds
299,Ribeira Grande,PT,38.5167,-28.7,55.98,63,99,7.36,overcast clouds
300,Bokoro,TD,12.3807,17.0568,73.6,17,78,10.71,broken clouds
301,Qinzhou,CN,21.95,108.6167,80.69,58,34,8.46,scattered clouds
302,Fairbanks,US,64.8378,-147.7164,12.16,48,0,3.44,haze
303,Fare,PF,-16.7,-151.0167,82.06,72,35,11.86,scattered clouds
304,Ambon,ID,-3.6954,128.1814,86.14,74,40,3.44,scattered clouds
305,Rehoboth,NA,-23.3167,17.0833,60.87,83,100,7.47,overcast clouds
306,Nouadhibou,MR,20.931,-17.0347,62.58,77,43,23.02,sand
307,Sao Filipe,CV,14.8961,-24.4956,70.66,73,0,18.59,clear sky
308,Almaznyy,RU,48.0448,40.045,20.59,73,59,6.44,broken clouds
309,Boende,CD,-0.2167,20.8667,69.89,93,100,2.71,overcast clouds
310,Oussouye,SN,12.485,-16.5469,69.98,57,25,5.12,scattered clouds
311,Vangaindrano,MG,-23.35,47.6,75.87,86,88,4.14,light rain
312,Tema,GH,5.667,-0.0166,81.01,83,20,8.05,few clouds
313,Prenzlau,DE,53.3167,13.8667,39.22,68,0,8.7,clear sky
314,Thunder Bay,CA,48.4001,-89.3168,21.18,63,100,9.22,overcast clouds
315,Koryukivka,UA,51.7688,32.2481,26.55,85,19,5.91,few clouds
316,Fortuna,US,40.5982,-124.1573,50.34,80,0,0.0,clear sky
317,Yar-Sale,RU,66.8333,70.8333,1.33,100,100,7.4,overcast clouds
318,Fort Nelson,CA,58.8053,-122.7002,-0.81,78,75,0.0,light snow
319,Abu Dhabi,AE,24.4667,54.3667,74.97,87,0,3.0,clear sky
320,Nandgaon,IN,20.3167,74.65,86.59,12,5,2.51,clear sky
321,Alice Springs,AU,-23.7,133.8833,96.35,11,5,10.36,clear sky
322,San Jose,US,37.3394,-121.895,57.07,56,75,8.05,broken clouds
323,Cockburn Town,TC,21.4612,-71.1419,77.76,79,0,17.22,clear sky
324,Iqaluit,CA,63.7506,-68.5145,-23.31,74,20,15.01,few clouds
325,Bud,US,39.447,-86.1758,44.58,73,0,10.29,clear sky
326,Newport,GB,51.5877,-2.9984,43.61,91,72,6.58,broken clouds
327,Fernie,CA,49.5,-115.0687,41.2,99,100,6.08,overcast clouds
328,Gorom-Gorom,BF,14.4439,-0.2361,79.11,19,91,9.66,overcast clouds
329,Souillac,MU,-20.5167,57.5167,79.18,89,75,8.05,light rain
330,Kaseda,JP,31.4167,130.3167,69.37,72,48,7.72,scattered clouds
331,Karsiyang,IN,26.8825,88.2773,74.61,21,0,4.29,clear sky
332,Chivilcoy,AR,-34.8957,-60.0167,64.02,10,0,1.99,clear sky
333,Chuy,UY,-33.6971,-53.4616,58.75,88,0,3.49,clear sky
334,Khuzdar,PK,27.7384,66.6434,74.68,33,1,4.52,clear sky
335,San Carlos,VE,9.6612,-68.5827,73.69,77,47,3.47,scattered clouds
336,Waingapu,ID,-9.6567,120.2641,86.74,70,28,8.37,scattered clouds
337,Eureka,US,40.8021,-124.1637,50.74,80,100,4.97,overcast clouds
338,Hofn,IS,64.2539,-15.2082,34.03,48,22,6.93,few clouds
339,Hobyo,SO,5.3505,48.5268,80.02,66,61,17.45,broken clouds
340,Pombas,CV,17.1503,-25.0201,65.98,78,22,14.36,few clouds
341,Galle,LK,6.0367,80.217,83.7,71,78,0.87,broken clouds
342,Krasnoselkup,RU,65.7,82.4667,-2.56,97,100,8.41,overcast clouds
343,Mali,GN,12.079,-12.2982,61.45,51,88,4.29,overcast clouds
344,Egvekinot,RU,66.3167,-179.1667,5.99,70,1,7.09,clear sky
345,Lorengau,PG,-2.0226,147.2712,86.58,66,53,8.86,broken clouds
346,Necochea,AR,-38.5473,-58.7368,57.61,90,0,8.08,clear sky
347,Mayo,US,38.8876,-76.5119,39.97,66,75,5.75,broken clouds
